trial,spearman_rho,top10_overlap,top20_overlap
540,0.9933650301486189,0.8,0.6
541,0.9834478409935451,0.9,0.7
542,0.9741982044275797,0.8,0.5
543,0.7851762118558553,0.8,0.45
544,0.9359804021401513,0.8,0.4
545,0.9633025268190499,0.8,0.4
546,0.9908369251769883,0.9,0.85
547,0.8987850323128306,0.8,0.5
548,0.9719184327446093,0.8,0.45
549,0.9443797862119819,0.8,0.55
550,0.7869624478935232,0.8,0.45
551,0.9813746900891467,0.8,0.4
552,0.9710907668213283,0.8,0.4
553,0.9405319393163472,0.8,0.45
554,0.9758948340912473,0.9,0.8
555,0.9661513230272452,0.8,0.5
556,0.9885428219286982,0.8,0.4
557,0.9778148676441686,0.9,0.55
558,0.9818079417034916,0.8,0.4
559,0.9960676024355786,0.9,0.65
560,0.9572831700079032,0.8,0.4
561,0.9575043706071884,0.8,0.5
562,0.7064015869919374,0.2,0.35
563,0.9788526958614525,0.8,0.4
564,0.963419811521255,0.9,0.85
565,0.7420428604960797,0.4,0.4
566,0.978886620736206,0.8,0.4
567,0.9515903030367291,0.8,0.4
568,0.9979187196187538,0.9,0.7
569,0.8195577493237745,0.8,0.45
570,0.9836349327214156,0.8,0.5
571,0.9831357055083265,0.8,0.5
572,0.9793290034417108,0.8,0.55
573,0.9845795243199139,1.0,0.8
574,0.8860037296478142,0.8,0.45
575,0.9440112341748652,0.8,0.5
576,0.9798514700869033,0.8,0.9
577,0.9805155302886234,0.8,0.6
578,0.9878061848510671,1.0,0.9
579,0.9357979693571812,0.8,0.5
580,0.7706229313066248,0.7,0.45
581,0.9544963435015996,0.8,0.45
582,0.9926679254541395,0.9,0.75
583,0.9660155310629039,0.8,0.4
584,0.93468560530664,0.8,0.8
585,0.8891341959773021,0.8,0.45
586,0.9932875886625038,0.8,0.6
587,0.9487309175871838,0.8,0.5
588,0.9298449643572411,0.9,0.65
589,0.983581424437556,0.8,0.45
590,0.7659039732334285,0.7,0.45
591,0.9358769808858721,0.8,0.45
592,0.9262619351699215,0.9,0.6
593,0.9451492611830759,0.8,0.5
594,0.9596248454528452,0.8,0.5
595,0.994764195492317,0.9,0.75
596,0.9832763910366608,1.0,0.75
597,0.706018863102339,0.4,0.45
598,0.9033056765430115,0.9,0.8
599,0.6730361183148295,0.2,0.15
600,0.9623886910563637,0.9,0.55
601,0.9768217898432691,0.9,0.85
602,0.9649398180264802,0.8,0.8
603,0.7169675769545628,0.5,0.45
604,0.9801708227244081,0.8,0.7
605,0.9805538228891963,0.9,0.7
606,0.8115317408035634,0.8,0.45
607,0.9284706703185728,0.7,0.55
608,0.9993360993243192,1.0,0.95
609,0.9112047443656772,0.8,0.75
610,0.8573635296623848,0.8,0.45
611,0.7150076308832557,0.4,0.45
612,0.95037336312951,0.9,0.8
613,0.9827964793634268,0.8,0.5
614,0.9633906980190926,0.8,0.4
615,0.9534108136362061,0.8,0.5
616,0.9856464834116335,0.9,0.85
617,0.9524309740681812,0.9,0.7
618,0.6930190665503426,0.7,0.45
619,0.9766745034113645,0.8,0.55
620,0.945577626331776,0.9,0.8
621,0.8562790514733387,0.8,0.45
622,0.9639751050387905,0.9,0.9
623,0.9531014672414932,0.8,0.6
624,0.9801023643849294,1.0,0.9
625,0.9588074129195032,0.9,0.8
626,0.9834451264356968,0.8,0.6
627,0.8105823040219199,0.5,0.45
628,0.9790940923825867,0.8,0.4
629,0.9145962339626901,0.8,0.45
630,0.9870645694028598,1.0,0.9
631,0.8266216114696204,0.8,0.45
632,0.9050400653103343,0.8,0.45
633,0.9314630132498836,0.8,0.55
634,0.9898669252273676,0.8,0.55
635,0.9407304052134559,0.9,0.7
636,0.9673991231907169,0.8,0.6
637,0.8643426070807471,0.6,0.55
638,0.9873071819831456,1.0,0.9
639,0.9325846587644901,0.9,0.55
640,0.854088098060903,0.8,0.5
641,0.9878246741805338,0.8,0.6
642,0.9769118598514953,0.8,0.7
643,0.9967148703734836,0.8,0.6
644,0.9682274027475327,0.9,0.65
645,0.9352465795576411,0.6,0.4
646,0.9792358170717599,0.9,0.7
647,0.8957630655454706,0.8,0.45
648,0.9731216255794559,0.8,0.4
649,0.9590423531192155,0.9,0.85
650,0.8342751618063371,0.8,0.45
651,0.7831267711161354,0.5,0.45
652,0.9484941172466066,0.8,0.5
653,0.9853195226522876,0.8,0.45
654,0.9981388592017593,1.0,0.8
655,0.9663216299632463,0.8,0.5
656,0.9610559341238604,0.8,0.6
657,0.8996044034424668,0.8,0.45
658,0.8095616848162188,0.8,0.45
659,0.9700759034421462,0.8,0.7
660,0.9798882555960422,1.0,0.8
661,0.991713652642484,0.8,0.45
662,0.9148373189036912,0.8,0.4
663,0.9151382102315253,0.8,0.4
664,0.9796708757761561,0.8,0.7
665,0.9902820390672882,0.8,0.4
666,0.929226428852271,0.8,0.45
667,0.9041257731985686,0.8,0.55
668,0.9566030428814905,0.8,0.4
669,0.7765955669757271,0.7,0.45
670,0.9621849927425271,0.8,0.45
671,0.6922315085368259,0.8,0.45
672,0.962376519256929,0.8,0.4
673,0.9605623921274042,0.8,0.4
674,0.9635250929163992,0.9,0.55
675,0.8971794611957962,0.8,0.45
676,0.9124009694244232,0.8,0.45
677,0.8514059949822038,0.8,0.45
678,0.7278109726123099,0.4,0.45
679,0.9378468007597349,0.8,0.45
680,0.7520013913659401,0.8,0.45
